name,email,scraped_phone,original_phone,contact_name,address,website,category,rating,url
Stewart's Plumbing Heating,,"(740)819-3436, 740)819-3436","
(740) 819-3436",,"
2650 E Pike, Zanesville, OH 43701",http://stewartplumbingzanesville.com/,HVAC contractor,4.7,https://www.google.com/maps/place/Stewart%27s+Plumbing+Heating/data=!4m7!3m6!1s0x8837f016ffe0ec9f:0x11ec8069bf5cd4c5!8m2!3d39.9479499!4d-81.9585105!16s%2Fg%2F113gv991l!19sChIJn-zg_xbwN4gRxdRcv2mA7BE?authuser=0&hl=en&rclk=1
Robertson Heating Supply Co,,"800-433-9532, 1-800-433-9532
2155","
(740) 452-9417",,"
701 Underwood St, Zanesville, OH 43701",https://www.rhs1.com/,Wholesaler,5.0,https://www.google.com/maps/place/Robertson+Heating+Supply+Co/data=!4m7!3m6!1s0x8837ee7f549381b5:0x68a35cebde0ace9b!8m2!3d39.9473256!4d-82.0014458!16s%2Fg%2F1w0p68yp!19sChIJtYGTVH_uN4gRm84K3utco2g?authuser=0&hl=en&rclk=1
Matt Weiser Plumbing,,,"
(740) 819-2494",,"
Zanesville, OH 43701",,Plumber,3.2,https://www.google.com/maps/place/Matt+Weiser+Plumbing/data=!4m7!3m6!1s0x8837ee6e748bcb69:0x10ee6e2793ae79aa!8m2!3d39.9403453!4d-82.0131924!16s%2Fg%2F1263ths95!19sChIJacuLdG7uN4gRqnmukydu7hA?authuser=0&hl=en&rclk=1
Bill Todd Plumbing Heating & Air,,,"
(740) 454-8468",,"
1913 Maple Hill St, Zanesville, OH 43701",,Air conditioning contractor,5.0,https://www.google.com/maps/place/Bill+Todd+Plumbing+Heating+%26+Air/data=!4m7!3m6!1s0x8837ede821904201:0xdd88ce1fa0ad7c36!8m2!3d39.9622123!4d-82.0196801!16s%2Fg%2F1tdc5wv4!19sChIJAUKQIejtN4gRNnytoB_OiN0?authuser=0&hl=en&rclk=1
Walls Plumbing,,,"
(740) 562-8671",,"
134 Fox Ave, Zanesville, OH 43701",,Plumber,5.0,https://www.google.com/maps/place/Walls+Plumbing/data=!4m7!3m6!1s0x8837ee85dae6f327:0xfbf085f45326e642!8m2!3d39.942039!4d-81.9911428!16s%2Fg%2F1pp2vkm55!19sChIJJ_Pm2oXuN4gRQuYmU_SF8Ps?authuser=0&hl=en&rclk=1
"A1 Heating and Cooling, plumbing",,,"
(740) 454-1998",,"
760 Newport Dr, Zanesville, OH 43701",,HVAC contractor,3.1,"https://www.google.com/maps/place/A1+Heating+and+Cooling,+plumbing/data=!4m7!3m6!1s0x8837edccc41c8ee9:0x3ca5003242aedbfe!8m2!3d39.9576812!4d-81.9403286!16s%2Fg%2F1262wxhnp!19sChIJ6Y4cxMztN4gR_tuuQjIApTw?authuser=0&hl=en&rclk=1"
J Weiser Plumbing LLC,,,"
(740) 454-3181",,"
3205 Kimes Rd, Zanesville, OH 43701",,Plumber,,https://www.google.com/maps/place/J+Weiser+Plumbing+LLC/data=!4m7!3m6!1s0x8837f3a3d7e7576d:0x8626cb7a32140e0d!8m2!3d39.988383!4d-82.106246!16s%2Fg%2F1tkbywx4!19sChIJbVfn16PzN4gRDQ4UMnrLJoY?authuser=0&hl=en&rclk=1
Steve Kelso's Plumbing,your@email.com,"740-454-8875, 740-454-8875
1240","
(740) 454-8875",,"
1240 Linden Ave, Zanesville, OH 43701",http://www.skelsoplumbingoh.com/,Plumber,3.9,https://www.google.com/maps/place/Steve+Kelso%27s+Plumbing/data=!4m7!3m6!1s0x8837edd7aa317243:0x9cf4d448bf3955bc!8m2!3d39.9536811!4d-82.0054833!16s%2Fg%2F1tf3c5zd!19sChIJQ3IxqtftN4gRvFU5v0jU9Jw?authuser=0&hl=en&rclk=1
Dor-Mar Zanesville Heating Cooling Plumbing Electric Appliances Radon,webmaster@dormarhvac.com,"43055
740.675.1103, 740.454.2420, 34103
239.376.1051, 740.675.1103, 740) 345-6639, 43123
614.595.3098, 33905
239.376.1029, 740.675.1648, 43055
740.334.4760, 614.365.1579, 614.595.3098, 740.345.6639, 43701
740.454.2420, 740.564.6241, 43025
740.817.4058, 239.376.1051, 43055
740.675.1648, 43062
740.564.6241, 740.817.4058, 844.712.4822, 614.238.6689, 239.382.7077, (740) 345-6639, 614.545.8939, 43017
614.545.8939, 43068
614.365.1579, 614.381.1540, 239.376.1029, 43055
740.345.6639, 740.334.4760, 43081
614.381.1540, 34145
239.382.7077, 43215
614.238.6689","
(740) 454-2420",,"
766 Linden Ave, Zanesville, OH 43701",https://www.dormarhvac.com/locations/muskingum-county/zanesville/,HVAC contractor,4.8,https://www.google.com/maps/place/Dor-Mar+Zanesville+Heating+Cooling+Plumbing+Electric+Appliances+Radon/data=!4m7!3m6!1s0x8837f14bb5e6f359:0xaa2e586147a66d38!8m2!3d39.9473327!4d-82.0098358!16s%2Fg%2F1hhgh6wj2!19sChIJWfPmtUvxN4gROG2mR2FYLqo?authuser=0&hl=en&rclk=1
"Ramsey Water Well Drilling, Heating & Cooling",,,"
(740) 450-1111",,"
2945 Chandlersville Rd, Zanesville, OH 43701",,Well drilling contractor,4.1,"https://www.google.com/maps/place/Ramsey+Water+Well+Drilling,+Heating+%26+Cooling/data=!4m7!3m6!1s0x8837e9351b5f612d:0x163ae84c432c3b83!8m2!3d39.9261614!4d-81.9543339!16s%2Fg%2F1v9gw3vv!19sChIJLWFfGzXpN4gRgzssQ0zoOhY?authuser=0&hl=en&rclk=1"
Rc Plumbing & Heating,,,"
(740) 452-0279",,"
735 Larzelere Ave, Zanesville, OH 43701",,Plumber,3.0,https://www.google.com/maps/place/Rc+Plumbing+%26+Heating/data=!4m7!3m6!1s0x8837ee3f6c13e737:0x90c90ba82669e65c!8m2!3d39.9286345!4d-82.0203704!16s%2Fg%2F1w4vklmf!19sChIJN-cTbD_uN4gRXOZpJqgLyZA?authuser=0&hl=en&rclk=1
Stewart Plumbing,,"(740)819-3436, 740)819-3436",,,"
2021 Maple Ave, Zanesville, OH 43701",https://stewartplumbingzanesville.com/,Plumber,,https://www.google.com/maps/place/Stewart+Plumbing/data=!4m7!3m6!1s0x8837edc5226dcdc9:0xd06410b8ffe08b5d!8m2!3d39.9632081!4d-82.0103234!16s%2Fg%2F11hm3z9383!19sChIJyc1tIsXtN4gRXYvg_7gQZNA?authuser=0&hl=en&rclk=1
Thorne Plumbing Heating & AC INC.,Info@thorneplumbing.com,,"
(740) 452-8217",,"
212 Van Horn Ave, Zanesville, OH 43701",http://www.thorneplumbing.com/,HVAC contractor,4.5,https://www.google.com/maps/place/Thorne+Plumbing+Heating+%26+AC+INC./data=!4m7!3m6!1s0x8837edd3c36492e1:0x1d2e2a58d4f12d1!8m2!3d39.9575637!4d-82.0008111!16s%2Fg%2F1tlqqnbx!19sChIJ4ZJkw9PtN4gR0RJPjaXi0gE?authuser=0&hl=en&rclk=1
Champion Services,"cs@champion-services.com, info@champion-services.com","(740)452-7647, 43701-7324, 740)452-7647","
(740) 452-7647",,"
3165 Ellerman Rd, Zanesville, OH 43701",http://www.champion-services.com/,Excavating contractor,3.9,https://www.google.com/maps/place/Champion+Services/data=!4m7!3m6!1s0x8837efb5e6753f89:0x532a05f6735689ed!8m2!3d39.909458!4d-81.973858!16s%2Fg%2F11h2gf4ypp!19sChIJiT915rXvN4gR7YlWc_YFKlM?authuser=0&hl=en&rclk=1
Moore Home Services LLC,,"(740) 405-2047, 740) 405-2047","
(740) 405-2047",,"
3271 Broadvue Cir, Zanesville, OH 43701",https://www.moorehomeservicesoh.com/,Pressure washing service,5.0,https://www.google.com/maps/place/Moore+Home+Services+LLC/data=!4m7!3m6!1s0x8837f11606b96917:0x532cf8c74748b6ab!8m2!3d39.8882718!4d-82.0514826!16s%2Fg%2F11j0rtxg_z!19sChIJF2m5BhbxN4gRq7ZIR8f4LFM?authuser=0&hl=en&rclk=1
Brad K Plumbing,,,"
(740) 221-0264",,"
7555 Dietrick Hill Rd, Philo, OH 43771",,Plumber,4.4,https://www.google.com/maps/place/Brad+K+Plumbing/data=!4m7!3m6!1s0x8837ef3bd7ca833b:0x3c9586dbedda16b1!8m2!3d39.8259711!4d-81.9391775!16s%2Fg%2F11h8jf1658!19sChIJO4PK1zvvN4gRsRba7duGlTw?authuser=0&hl=en&rclk=1
Benjamin Franklin Plumbing,,,"
(614) 291-3131",,"
64 Halley Dr, Zanesville, OH 43701",,Plumber,,https://www.google.com/maps/place/Benjamin+Franklin+Plumbing/data=!4m7!3m6!1s0x8837ee6e748bcb69:0x978b92fa79b2d1f4!8m2!3d39.9007907!4d-82.0092004!16s%2Fg%2F1tkb5s1l!19sChIJacuLdG7uN4gR9NGyefqSi5c?authuser=0&hl=en&rclk=1
Hydro Supply Co,,,"
(740) 454-3842",,"
3112 E Pike, Zanesville, OH 43701",,Hydraulic repair service,4.2,https://www.google.com/maps/place/Hydro+Supply+Co/data=!4m7!3m6!1s0x8837ebfe70d6caa3:0x197578aa791b9115!8m2!3d39.9488639!4d-81.9485473!16s%2Fg%2F1tcxvxd7!19sChIJo8rWcP7rN4gRFZEbeap4dRk?authuser=0&hl=en&rclk=1
G-Tech Plumbing,"admin@gtechoh.com, 20admin@gtechoh.com","740) 644-9186, (740) 644-9186","
(740) 644-9186",,"
74 Audubon Dr, Zanesville, OH 43701",https://zanesville.gtechoh.com/,Plumber,5.0,https://www.google.com/maps/place/G-Tech+Plumbing/data=!4m7!3m6!1s0x66b7c5cc83913579:0x533858657235d2b0!8m2!3d39.9062443!4d-82.0212362!16s%2Fg%2F11kh_h2kh2!19sChIJeTWRg8zFt2YRsNI1cmVYOFM?authuser=0&hl=en&rclk=1
Seward Plumbing Heating & Cooling,sewardplumbing@columbus.rr.com,"(740) 452-6470, (740) 870-0090, 740) 870-0090, 740) 452-6470","
(740) 452-6470",,"
1058 Linden Ave, Zanesville, OH 43701",http://sewardplumbingheatingandcooling.com/,Heating contractor,4.0,https://www.google.com/maps/place/Seward+Plumbing+Heating+%26+Cooling/data=!4m7!3m6!1s0x8837ee780624f13b:0x2bf4b315c419e7ee!8m2!3d39.9513726!4d-82.0070993!16s%2Fg%2F1tfzsl5t!19sChIJO_EkBnjuN4gR7ucZxBWz9Cs?authuser=0&hl=en&rclk=1
Dick's Plumbing,,,"
(740) 454-6602",,"
2740 Ridge Rd, Zanesville, OH 43701",,Plumber,5.0,https://www.google.com/maps/place/Dick%27s+Plumbing/data=!4m7!3m6!1s0x8837f19896e3018f:0x2ade4114703d7168!8m2!3d39.9324921!4d-82.050153!16s%2Fg%2F1tfk0ht9!19sChIJjwHjlpjxN4gRaHE9cBRB3io?authuser=0&hl=en&rclk=1
Enviro-Flow,"enviro@enviro-flow.com, user@domain.com","877-273-5463, 1-740-454-9410, 740-453-7980, 1-877-273-5463, 740-454-9410, 1-740-453-7980","
(877) 273-5463",,"
4830 Northpointe Dr #100, Zanesville, OH 43701",https://enviro-flow.com/contact-us/,Contractor,4.3,https://www.google.com/maps/place/Enviro-Flow/data=!4m7!3m6!1s0x8837ed6aefe4fb6f:0xeafeebd109890b30!8m2!3d40.0121753!4d-82.0212271!16s%2Fg%2F11ghr0x76h!19sChIJb_vk72rtN4gRMAuJCdHr_uo?authuser=0&hl=en&rclk=1
A1 Septic Systems,,,,,"
110 Sunrise Center Dr, Zanesville, OH 43701",,Septic system service,5.0,https://www.google.com/maps/place/A1+Septic+Systems/data=!4m7!3m6!1s0x8837ef558f8f850f:0xa217110b6922948f!8m2!3d39.946521!4d-81.981139!16s%2Fg%2F11k1c5wr7r!19sChIJD4WPj1XvN4gRj5QiaQsRF6I?authuser=0&hl=en&rclk=1
Winsupply of Zanesville,"bmwilson@winsupply.com, cgjohnston@winsupply.com",,"
(740) 450-2972",,"
4420 Northpointe Dr, Zanesville, OH 43701",https://www.winsupplyinc.com/Location/Zanesville-OH/43701/Plumbing-Pumps,Plumbing supply store,4.6,https://www.google.com/maps/place/Winsupply+of+Zanesville/data=!4m7!3m6!1s0x8837ed6cc4b6fb01:0xa2460f72a719176f!8m2!3d40.0067933!4d-82.0216115!16s%2Fg%2F11c3vyvtht!19sChIJAfu2xGztN4gRbxcZp3IPRqI?authuser=0&hl=en&rclk=1
,,,,,,,,,https://www.google.com/maps/place/Maysville+Do+it+center/data=!4m7!3m6!1s0x8837efdf642c9e91:0xda7c6e03a3d9ad95!8m2!3d39.8996156!4d-82.0305905!16s%2Fg%2F1v_s6jwq!19sChIJkZ4sZN_vN4gRla3ZowNufNo?authuser=0&hl=en&rclk=1
Atkinson Plumbing Inc,,,"
(740) 455-9115",,"
618 Morgan Rd, Zanesville, OH 43701",,Plumber,,https://www.google.com/maps/place/Atkinson+Plumbing+Inc/data=!4m7!3m6!1s0x8837f6b86bc7c293:0xedddd842b7961fb5!8m2!3d39.939716!4d-82.13818!16s%2Fg%2F1261g8j_y!19sChIJk8LHa7j2N4gRtR-Wt0LY3e0?authuser=0&hl=en&rclk=1
Jc's and Sons Affordable Home Improvements,,,"
(740) 408-6000",,"
840 Caldwell St, Zanesville, OH 43701",,Contractor,3.0,https://www.google.com/maps/place/Jc%27s+and+Sons+Affordable+Home+Improvements/data=!4m7!3m6!1s0x8837edb978b6aff1:0x47d989769be4f91e!8m2!3d39.961159!4d-82.0142112!16s%2Fg%2F11j2vg_9qz!19sChIJ8a-2eLntN4gRHvnkm3aJ2Uc?authuser=0&hl=en&rclk=1
,,,,,,,,,https://www.google.com/maps/place/Lil+RIFFS+HANDYMAN+SERVICES/data=!4m7!3m6!1s0x8837edd047fbb8f5:0xa3482d9bd268f702!8m2!3d39.9410311!4d-81.997722!16s%2Fg%2F11jd6dysxh!19sChIJ9bj7R9DtN4gRAvdo0pstSKM?authuser=0&hl=en&rclk=1
,,,,,,,,,https://www.google.com/maps/place/Goss+Supply+Co/data=!4m7!3m6!1s0x8837ee65d32ca4db:0x436043d5b7e3f3a7!8m2!3d39.9363135!4d-82.0046404!16s%2Fg%2F1hbpws7qr!19sChIJ26Qs02XuN4gRp_Pjt9VDYEM?authuser=0&hl=en&rclk=1
